miRNA,DRR041355,DRR041393,DRR041447,DRR041467,DRR041473,DRR041487,DRR041493,DRR041504,DRR041511,DRR041517,DRR041527,DRR041530,DRR041536,DRR041554,DRR041575,DRR041578,DRR041592,DRR041616,DRR041620,ERR747965,ERR747966,ERR747967,SRR10259195,SRR10259196,SRR10259197,SRR10259198,SRR10282881,SRR10282882,SRR10282883,SRR10282884,SRR10282885,SRR10282886,SRR10282890,SRR10282891,SRR10282892,SRR10282893,SRR10282894,SRR10282895,SRR1044598,SRR1592244,SRR1592245,SRR1592246,SRR1592247,SRR1592248,SRR1592249,SRR1664893,SRR1664894,SRR1664895,SRR1664896,SRR1664897,SRR5127232,SRR5755825,SRR5755860,SRR5755895,SRR5755902,SRR5755909,SRR5755916,SRR5755923,SRR5755930,SRR5755937,SRR5755944,SRR5755951,SRR5755958,SRR5755965,SRR5755972,SRR5755979,SRR5755986,SRR5755993,SRR5756000,SRR5756007,SRR5756060,SRR5756067,SRR5756074,SRR5756081,SRR5756088,SRR5756095,SRR5756102,SRR5756109,SRR7545527,SRR7545528,SRR7545529
hsa-miR-103a-3p/107,11.39282517,12.54592704,12.14085285,12.14315569,12.19577788,11.839369,12.48816995,11.76472153,11.54322249,12.30393271,11.78130552,13.00549839,12.5905482,11.92880583,12.25645604,12.92351922,12.56160327,11.94585986,13.01123345,15.67885415,15.52979444,15.55525038,17.83411446,17.62929887,18.01790693,17.49617615,14.10233434,13.87448364,14.13732772,13.83082577,14.00481464,13.75522402,15.05728719,14.82791317,14.3518398,14.15697033,14.24402817,13.97660394,-4.577468404,16.32970621,15.97627237,16.04614255,13.80513084,13.95871537,14.59589345,17.11939593,17.26308235,18.24161625,14.77791912,17.3013038,18.34143986,14.79526807,11.44058784,11.56613518,12.35343698,12.79786195,12.16315395,11.8847127,13.14606006,11.74830979,12.29668895,12.23462291,12.50646786,11.19918344,12.2436081,15.01175672,14.53081887,14.32401274,14.2095212,14.0244258,12.64470149,12.6181245,14.21311491,13.38439629,12.32144009,13.86854189,13.45997076,13.29224159,15.57870317,15.20460092,15.55105041
hsa-let-7b-5p,12.69547591,14.78031672,14.51386045,12.79947223,14.12791716,12.79907241,13.95162614,11.26433145,12.36742296,14.0873208,12.66669336,15.28843579,14.17666979,13.72367699,13.37633854,14.87762293,14.39282766,11.9249739,15.39323074,15.5892576,15.43904732,15.54692716,13.44933806,13.71407309,14.10602054,12.92458344,10.38663896,10.13418504,11.35940159,10.93396769,10.19744875,9.92584363,11.32031645,11.06934231,10.1778721,9.964022687,10.91211687,10.58092831,14.7922659,17.31875056,17.3072262,17.25570433,18.14846561,17.0944629,18.36254177,16.21767368,16.59943425,17.00514052,14.99928248,16.31186837,16.40908358,12.32348032,10.49364372,11.34309567,10.81183715,11.18162752,11.20553025,10.31165114,11.19935045,10.37000129,10.73439429,10.58750918,11.19522165,10.93611515,9.976726414,11.75772198,12.42726391,12.05389639,11.35237387,10.7905255,10.12162985,11.18434721,12.81183993,11.98543908,12.04807776,12.71618268,11.77239631,10.99621829,16.76156961,16.73328349,16.77093986
hsa-miR-378a-3p/378c/378d/378e,6.560395107,13.60656644,9.583265887,10.76951154,9.892178955,10.84208582,8.74548839,10.27255713,10.54793305,9.204705489,9.230011997,9.809661169,7.670904434,9.552788021,10.04792806,13.31841905,14.39933189,10.00298225,11.97887679,9.939920795,9.655666466,9.97921943,10.72549356,10.8909645,11.11461679,10.63398706,12.23982452,11.883586,11.10108757,10.85760169,11.14596504,10.80014905,12.03048582,11.67968859,10.91120313,10.75464166,10.77607739,10.36928262,-4.577468404,12.18412127,11.53624682,11.82207305,10.69742133,10.23992089,10.53671988,12.7837998,13.47550566,14.65862371,11.28925069,14.12504204,13.91996589,9.167487758,5.495115646,4.822784694,7.53576119,6.835033359,7.569035285,5.800112925,7.629312181,6.266609724,7.008205841,6.176126097,6.577068092,5.150774318,5.983587096,9.11437516,8.91113704,8.874590179,8.968239814,8.824913642,6.869283236,7.396294981,7.943836186,8.060701629,6.653320937,8.345712772,8.216376187,6.378858169,10.40617133,10.05681996,10.72057537
hsa-miR-222-3p,13.22792945,13.27152661,12.91189315,15.19202353,14.27980555,14.92955509,13.7998793,13.10206288,15.19487007,12.40808196,14.61967587,13.06742994,13.11263565,15.50132389,15.76305572,13.14142116,11.52287,12.74040034,14.20907532,14.52039877,14.33947006,14.35171163,12.93947876,12.93280638,13.52310827,13.21417718,11.74955064,11.61363509,11.55961094,11.28080203,10.89109958,10.69701944,11.83913146,11.6457705,10.46633525,10.3600081,11.07913169,10.86976773,8.354916908,13.384524,13.60270762,13.60306526,12.66664092,12.11704673,12.83640296,7.344356479,8.64349875,9.264354302,4.886820479,7.717136998,10.13395246,4.461667999,-3.421794909,-3.15398837,-3.651338078,2.757685669,2.92178984,-3.138088086,2.89516372,1.634811268,0.096592269,0.120594671,2.038488707,-3.096665973,2.08541406,2.187439377,3.294095108,3.775868051,2.030913011,2.093434965,2.122496465,-3.872402671,1.866895286,0.114140237,-3.409977493,3.064036603,1.75857576,1.867511457,11.13876239,11.27109451,11.55800024
hsa-miR-182-5p,-0.662131919,-1.426447519,2.398813568,-0.72999151,1.229582503,2.447521912,0.754073208,5.392124811,-0.570638347,-2.898385118,1.370394275,0.128293279,9.04986115,0.454624783,2.97163065,2.564696014,7.00727954,7.884748263,1.732064028,13.62192867,13.44555377,13.49202743,9.441810615,9.002112744,9.586909418,8.812543755,11.05419745,10.77207342,10.05621556,9.624892784,9.193716885,8.981233865,11.31926231,11.15142482,10.71610251,10.61961544,11.11811545,10.87284786,-4.577468404,11.81257189,11.0920614,11.01762502,11.22874189,10.2762983,10.92659277,17.76393624,18.64728918,19.07587512,16.79315762,18.11058161,18.78187827,14.3458507,12.30367518,11.40459375,12.62643897,12.63324159,13.50366075,12.60739247,13.76305339,12.63638787,13.46164117,12.02241694,12.87557895,11.8428562,13.64766086,14.25527469,14.90815638,14.13960236,14.54374198,13.38209786,11.42911434,13.09200597,14.11873176,13.61961322,11.96413208,13.05576473,13.88220037,12.5244878,15.86194377,15.55121286,16.20597695
hsa-miR-26b-5p,9.933469853,11.09210168,10.86535539,10.9603128,11.56280516,10.82782341,11.4511551,10.15273652,10.35467937,11.27254581,10.01755794,11.50450743,10.54768514,10.02703249,10.52157393,11.4132566,10.04643972,9.994586905,11.50520857,18.40993733,18.25436493,18.24918541,16.26794883,17.01857408,17.0051738,16.63296801,13.45027298,13.24738782,14.09995373,13.79550158,13.77519091,13.5401852,14.90541805,14.68970778,14.14798822,14.00684706,14.25748468,14.04338677,14.46053762,13.20545819,12.87275722,12.03264842,13.04488586,12.49103304,12.99394926,14.98042146,15.53597247,16.25529746,12.65134744,15.29632502,17.62855918,14.60853734,10.6217137,10.59855836,10.95188875,11.26147964,11.13316052,9.8881772,11.13240424,10.04231377,10.46389098,10.34946757,10.59926436,10.12883728,10.28578199,12.55083809,12.95627056,12.61079374,12.30869851,11.81470047,10.43559688,11.15492849,12.77299575,11.95965689,11.10979294,12.36941459,12.17494832,10.9295377,17.05441622,16.68100044,16.98678267
hsa-miR-30e-5p,10.88254749,10.95094171,12.27751718,12.09322505,12.66477226,12.06871272,12.18784477,12.3097741,12.03037556,12.27771951,11.54567293,11.98399196,11.26144858,11.06971598,11.77440144,12.66094619,11.21759457,11.68229811,11.02188602,10.11499051,9.944034425,10.03537174,14.08632115,13.93060744,14.1038857,13.73864524,14.89944879,14.55232828,15.26978092,14.90883207,14.63014548,14.28519744,15.69700699,15.4264193,15.02709807,14.7456846,16.05358312,15.67223927,-4.577468404,10.94891596,10.32129721,9.716312843,9.926821815,9.988321573,11.60240481,15.80035796,15.16321124,17.12587887,13.01515095,16.09452936,17.65530755,13.66181066,11.40723528,9.679038036,11.75839347,12.03343317,12.41144787,11.53766105,12.96526147,11.14996582,11.13078248,11.21456235,11.23871854,10.5124284,10.98144707,13.17303381,13.48485039,13.36744087,13.51363616,13.06732607,11.0645311,11.99660368,12.67425945,12.67808381,11.38101641,12.6782624,12.46595024,11.33200216,16.05959548,16.17649567,16.60446547
hsa-miR-146a-5p,-6.389641911,-2.716703868,-7.159106643,9.020640156,-7.44840862,4.414291411,-3.141311938,-2.944724208,7.995946396,-3.829923284,9.724776201,2.015767279,5.348375856,9.476456645,10.17894022,1.629282929,9.243052432,6.89678601,10.60632651,15.58952086,15.42390858,15.44235696,17.52625422,17.89205294,18.02291278,17.2914049,14.71796431,14.47434646,14.60473316,14.32721242,14.35223634,14.11566366,15.41107843,15.20485613,15.17276862,15.01688402,17.41215104,17.20937782,-4.577468404,14.67282191,14.29997339,14.40001817,13.64073316,13.64579356,14.58569712,9.814403033,8.885076226,10.89075183,4.809453986,9.789405508,8.948567507,3.32245514,0.891544176,3.887545196,3.922104658,5.03755035,3.451798074,2.29271053,3.148895359,-3.309159003,1.59233372,0.972721554,2.038488707,-3.096665973,-3.38034997,5.645451656,4.691227862,5.919857654,2.32283045,2.41857944,-3.337143729,1.659458592,3.730969238,2.12116689,2.059957071,4.378727373,2.998739011,0.700315877,9.630908903,9.221332772,9.95202461
hsa-miR-125b-5p,15.25745178,15.71699485,16.01520103,15.65248643,16.29776837,15.04442957,16.61692478,13.33353405,14.64739601,16.54704501,14.34941704,17.00407148,16.37079409,14.99217807,15.51022727,16.07612957,14.418938,14.64349413,17.19182477,1.224440196,0.899812825,-7.075170805,7.782806097,7.299551123,8.08948818,7.775621996,5.025086479,3.893100344,2.524718894,2.904258955,2.026252049,1.972354579,4.064936074,4.019255245,1.617053143,2.321312797,1.690769912,0.305666318,1.858817738,5.713308936,4.648273016,4.940822194,2.809684027,2.296139796,3.325430153,7.110651025,2.547175952,4.745387401,4.729241027,7.7485778,8.499899951,-5.077215311,0.891544176,-3.15398837,1.851678475,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,1.036054258,0.741785226,0.918626458,-0.341007487,1.278940569,-3.337143729,-3.872402671,-0.160852936,-4.272594363,-3.409977493,-0.944161431,1.319327915,-3.63305617,10.66804711,10.47973866,10.30041508
hsa-miR-155-5p,5.695262107,6.17190689,5.21257001,9.530386875,7.587529186,10.11919364,5.938243595,8.144289851,10.25011514,5.26436597,10.53888924,6.16287406,5.014905233,7.788509595,9.160653847,6.26218827,3.844537016,6.828171321,5.947240945,11.05168868,10.89148271,10.8464659,9.788285881,9.360737041,9.6491961,8.38807969,9.77780554,9.487253332,8.86860521,8.192594124,9.017922065,8.896516254,9.272253015,8.983748198,8.148120602,7.977265978,8.422738607,8.084474744,4.841405808,10.27571182,9.322797863,8.654478953,9.630537409,7.66015066,8.804752042,6.912423217,8.994248939,8.788979167,5.362362702,8.337338349,9.686233218,2.553569085,-3.421794909,-3.15398837,1.333347128,0.457399533,-0.223922694,-3.138088086,0.295846169,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,1.57234325,-0.169577784,0.741785226,2.075598923,-0.341007487,0.084116305,1.610270883,1.659458592,0.508863676,-4.272594363,1.546307679,2.285452604,-4.259418591,3.506439521,6.725494318,7.586270775,8.254243918
hsa-miR-375-3p,-6.389641911,-7.143856522,-7.159106643,-4.237644753,-3.977929754,-7.36628225,-7.535968413,-7.355865099,-7.531577133,-7.313048083,-7.303002452,-7.700580624,-7.449301866,-7.119104501,-7.452806173,-7.693408087,-6.731698775,-7.62215453,-7.436378297,-7.053915196,1.132795331,0.497811329,4.728114338,0.710402264,1.656005565,0.984304697,-7.523659852,-7.104057478,-1.038996384,-7.322773593,-1.720363805,-1.29585967,-0.542719265,-7.936804247,-7.705929614,-1.531123213,-7.630182649,-7.269287884,-4.577468404,2.189777896,1.704945562,0.363107065,2.200880172,1.438346268,0.643989037,1.447185153,1.893607867,2.717773507,-5.315317881,1.560732678,3.867304983,-5.077215311,-3.421794909,-3.15398837,-0.177288586,-3.89959987,-0.223922694,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-0.292098061,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,0.470681036,-3.535404748,-7.112861251
hsa-miR-127-3p,14.87445772,14.86964421,15.22757271,15.42881903,15.3923475,14.80355575,15.42927653,14.70292224,13.85718394,15.42537677,14.66799612,16.23713121,16.24377027,15.75505517,16.08412156,15.54413809,15.21677109,15.3283026,16.87498359,13.10509329,12.93898336,13.03136547,10.40988723,11.13138628,11.40979953,10.562671,14.5749293,14.3064079,14.42897492,14.10044042,14.29341294,13.97976074,15.78863334,15.48560914,15.28142763,15.0141048,15.68089408,15.34502633,-4.577468404,16.8235544,17.12307062,17.21324486,15.7595529,14.47795899,15.92802318,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,8.702727155,-5.077215311,-3.421794909,-3.15398837,1.333347128,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-0.750685728,-3.63305617,2.322312571,-7.04012982,-7.112861251
hsa-miR-151a-3p,11.22974449,12.0264363,11.95823711,12.70901546,12.2229416,11.80208711,12.16938877,11.7943511,11.91704117,12.35006363,11.8334292,12.67924369,12.37863718,12.00059691,12.2810313,12.21611713,11.46863955,12.19728364,12.52866347,16.15445835,15.98507382,16.03931175,16.0401565,16.11585363,16.5434716,16.04169278,13.96190452,13.76620528,14.4202635,14.15541077,14.82781755,14.61578416,14.85394296,14.66763077,15.20427738,15.04188265,16.274139,16.05504392,-4.577468404,16.11522454,15.54948284,15.18369094,15.47088891,14.17957726,15.76441783,14.25529088,14.46033553,15.46252464,11.8766895,15.13312966,15.5460613,10.73339174,6.461999342,5.585263615,8.655351421,8.671278999,7.909973444,7.152830581,9.298334065,6.940227817,8.0365397,7.827114644,8.117123532,6.341137324,6.614498316,10.03035672,10.21776632,10.10213153,10.23180724,8.923716865,7.413099315,7.257596177,8.957440455,8.594327111,5.503721003,8.645981143,8.068426519,7.338173772,11.95947111,11.94308816,12.1420359
hsa-miR-221-3p,11.98283557,14.27187281,12.76911214,14.0038821,13.78334036,13.89453075,13.60600638,11.28413098,14.08938247,12.17876719,13.71954183,13.96048361,13.70031192,15.11954031,15.24800416,13.96834002,12.29945825,12.12117934,15.20767844,15.62205289,15.41847666,15.44738539,15.11848712,15.4259376,15.70763122,15.49506669,12.47661654,12.27374497,12.20309034,11.99069666,12.34695265,12.19716884,13.10896492,12.96105608,12.13664221,11.98373246,12.37730577,12.22464361,9.156107604,15.9025453,15.88288216,16.0433263,14.87552614,14.10486823,15.32541016,11.18098377,12.32066307,12.36687085,8.994663459,11.32407165,12.7260711,7.53114766,3.42782706,3.057963973,4.867485436,5.144585438,4.954811165,3.381536773,6.471909138,3.764710389,3.20328082,3.746785512,3.888113821,5.013081097,4.651419521,7.839363037,6.753319006,6.704121272,6.779678336,6.312926763,3.96505373,4.567918771,6.557782566,6.920508015,4.777693039,7.358517191,6.681638961,5.340771842,10.72790843,10.94903828,11.08687142
hsa-miR-125a-5p,12.92495077,13.82762945,14.04874439,13.26988194,14.44032232,12.76990402,14.65367864,13.11595266,12.63257887,14.61962503,13.14839611,15.83854096,14.83342252,13.71359535,13.84782453,15.31313447,13.95952305,13.95491578,15.69147734,10.61122982,10.49188238,10.63340754,12.06722305,11.7372064,11.816896,11.94606265,11.44649083,11.13451155,12.76475519,12.38272543,11.78119833,11.5294621,12.35110258,12.07985556,13.00649012,12.71285095,13.76970298,13.45530201,-4.577468404,13.48713677,12.57788856,13.08596209,12.44961304,11.48373011,12.43272508,2.304650595,3.482872863,2.823446135,-0.869709559,1.560732678,9.258963252,0.583248254,0.891544176,-3.15398837,2.280920186,-3.89959987,0.638436917,-3.138088086,0.295846169,0.993050116,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-1.368964983,-4.708117961,-0.341007487,0.748233519,0.115579894,-3.872402671,-4.568141068,-4.272594363,0.047881823,0.605403352,-0.750685728,0.700315877,6.925475303,4.634158645,5.137798616
hsa-miR-150-5p,3.304887399,-0.944871808,-7.159106643,-2.001586156,-7.44840862,-3.887972983,-7.535968413,0.71514521,-1.351171383,3.006684059,-0.695820966,-7.700580624,-7.449301866,-7.119104501,-7.452806173,-7.693408087,-2.283007377,-3.236373577,-3.032268646,3.045889448,2.844523423,2.711357298,3.849515181,3.377742777,3.6729201,4.009464501,1.648347934,1.176536674,2.897982998,2.80666863,-7.422508833,1.456724635,1.512748026,1.240788793,1.470917428,1.914035347,1.226114899,2.033699581,-4.577468404,12.66183334,9.124487551,8.586202146,8.620726793,9.338048678,7.849425726,1.447185153,2.547175952,3.819211745,1.208445467,1.914374792,11.73969554,2.553569085,5.690957827,5.108150282,6.811998456,5.772804703,3.677482498,3.071031233,4.412748033,2.930115757,2.890093448,2.127127667,3.140173199,3.415047779,3.931090402,5.115802225,6.492203462,6.665741586,3.410135529,4.236307441,7.162221742,6.984472856,7.428009079,6.171230123,8.202607112,8.530604363,7.647066359,8.270699175,6.225812435,8.114264761,9.459233788
hsa-miR-101-3p,9.270498022,10.21583167,11.44984906,9.495273185,11.40252867,9.913201383,11.28766738,9.77720893,9.740655648,11.71887993,8.526376547,13.49081751,11.66408713,10.68109229,10.74205804,13.00615465,12.33406526,10.42478653,11.88834392,10.48453511,10.40723202,10.38342455,14.45707923,14.33568058,14.4446142,14.17210591,12.87338624,12.58935255,13.33162438,13.01015519,12.81308096,12.59011092,14.18603451,13.9466501,13.42369724,13.20197855,12.90558641,12.60928791,-4.577468404,10.04649742,9.311736164,8.43305237,8.530395512,9.341586867,10.30578872,15.65074881,14.2565648,16.8220249,12.89134951,15.38883885,17.32310979,15.04262516,11.82281481,10.25926185,11.87219311,12.38089643,12.09490933,10.97782127,12.80953837,11.12012232,11.0270186,11.0762736,11.48097268,10.36903572,11.69325226,14.24430294,14.16440788,13.96838808,14.12627812,13.77253583,12.07887381,12.55856812,13.12434384,13.03232383,11.59633343,13.13737076,12.93036878,11.96961268,14.7202122,14.80407621,14.96258931
hsa-miR-126-5p,-1.228205039,3.156456357,3.846447199,4.550487203,2.001833372,0.922229512,5.150724248,8.073352894,2.294076483,3.909368909,5.204096349,1.321200347,2.253615328,1.360987516,-0.851636846,1.898275288,-0.119946111,6.541617291,4.150495279,14.63809756,14.46567381,14.45835832,13.07678317,12.43809241,12.87622771,12.90775991,16.02098362,15.8481768,16.63728106,16.37768703,16.82125409,16.65653477,17.03891806,16.87371795,17.44206641,17.30700999,17.00865069,16.81155255,-4.577468404,13.32106535,12.6426673,11.58533047,14.62133982,12.45595024,15.02116935,15.21064342,14.58321055,16.47515213,12.51218623,15.6937311,17.81988887,13.85111986,10.580277,10.61202181,11.10195211,11.38235831,11.33369069,10.83861408,11.49210053,10.44368557,10.67538532,10.3796227,10.84917319,10.29152763,10.90167068,12.5043817,13.07175114,12.52771095,13.04236682,12.33539167,10.4779225,10.8297865,12.09869919,11.95835669,10.73719631,11.6788569,12.25279657,11.02556465,14.53414653,14.65874018,14.67045273
hsa-miR-29a-3p,13.33278297,14.320596,13.14202641,13.78728955,13.56727085,14.00349686,13.80672814,11.22393818,13.80310062,12.99215159,13.54291187,14.34628719,14.20094372,14.21949274,14.94665578,13.82338019,12.08615755,11.82155813,14.31446006,4.522123457,4.959512928,4.883213079,10.84084201,11.13044111,10.85740546,10.79468492,9.077558121,8.752180593,9.217609385,9.017971886,8.16999813,7.747668442,10.0891878,9.81285737,9.350755272,9.099353896,7.825982582,7.374313463,10.37514639,8.225159261,5.942527439,6.297371333,5.722669842,6.362054642,6.216313295,6.249199898,7.312447,7.83341943,2.111042285,8.100399932,9.831966153,3.768591584,3.675192501,-3.15398837,1.851678475,3.291820125,1.289199867,1.146642328,2.288851348,-3.309159003,-3.357584089,0.120594671,-3.434941667,0.338312159,1.57234325,4.290089826,5.408384639,5.263173122,5.146260115,4.842698295,2.546473413,-3.872402671,4.534503976,1.747124348,4.110970297,4.615009359,3.439283554,4.297835752,10.89190189,11.27532698,11.43151209
