miRNA,DRR041355,DRR041393,DRR041447,DRR041467,DRR041473,DRR041487,DRR041493,DRR041504,DRR041511,DRR041517,DRR041527,DRR041530,DRR041536,DRR041554,DRR041575,DRR041578,DRR041592,DRR041616,DRR041620,SRR1044598,SRR1264562,SRR1264563,SRR1264564,SRR1264565,SRR1264566,SRR1664893,SRR1664894,SRR1664895,SRR1664896,SRR1664897,SRR5127232,SRR543696,SRR543697,SRR543698,SRR543699,SRR543700,SRR5755825,SRR5755860,SRR5755895,SRR5755902,SRR5755909,SRR5755916,SRR5755923,SRR5755930,SRR5755937,SRR5755944,SRR5755951,SRR5755958,SRR5755965,SRR5755972,SRR5755979,SRR5755986,SRR5755993,SRR5756000,SRR5756007,SRR5756060,SRR5756067,SRR5756074,SRR5756081,SRR5756088,SRR5756095,SRR5756102,SRR5756109,SRR7545527,SRR7545528,SRR7545529,SRR8543902,SRR8543903,SRR8543904,SRR8543905,SRR8543906,SRR8543907,SRR8543908,SRR8543909,SRR8543910,SRR8543911,SRR8543912,SRR8543913,SRR8543914,SRR8543915,SRR8543916,SRR8543917,SRR8543918,SRR8543919,SRR8543920,SRR8543921,SRR8543922,SRR8543923,SRR8543924,SRR8543925,SRR8543926,SRR8543927,SRR8543928,SRR8543929,SRR8543930,SRR8543931,SRR8543932,SRR8543933,SRR8543934,SRR8543935,SRR8543936,SRR8543937,SRR8543938,SRR8543939,SRR8543940,SRR8543941,SRR8543942,SRR8543943,SRR8543944,SRR8543945,SRR8543946,SRR8543947,SRR8543948,SRR8543949,SRR8543950,SRR8543951,SRR8543952,SRR8543953,SRR8543954,SRR8543955,SRR8543956,SRR8543957,SRR8543958,SRR8543959,SRR8543960,SRR8543961,SRR8543962,SRR8543963,SRR8543964,SRR8543966,SRR8543967,SRR8543968,SRR8543969,SRR8543970,SRR8543971,SRR8543972,SRR8543973,SRR8543975,SRR8543976,SRR8543977,SRR8543979,SRR8543980,SRR8543981,SRR8543982,SRR8543983,SRR8543984,SRR8543985,SRR8543986,SRR8543987,SRR8543988,SRR965568
hsa-miR-143-3p,14.75417225,13.34265863,16.6880342,15.86588008,17.64443019,14.57938708,17.86581067,14.90897946,15.13476946,17.44954634,14.00280019,18.16495661,17.57791462,16.46722384,16.65701376,18.3500504,18.53055247,15.33500811,15.6006813,-4.577468404,9.446073008,10.09376725,9.669603562,10.13306539,9.827423615,-6.817691359,-6.544471612,-0.220693523,-5.315317881,-6.90703448,12.43784994,10.09376725,9.446073008,9.669603562,10.13306539,9.827423615,4.558836533,-3.421794909,2.279151366,3.49178163,-3.89959987,-3.701150267,-3.138088086,0.954970844,7.351438696,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-1.368964983,0.918626458,-1.230227829,-4.30500728,1.610270883,1.136890168,-1.045512517,-0.763214395,-3.409977493,-4.462330942,-4.259418591,3.257045139,10.29734738,1.237570871,1.551450604,9.822719092,8.216393162,10.73884087,6.592416815,11.20791343,10.44903797,8.880597405,6.862065822,6.587068012,8.114240773,5.663649728,9.172457227,6.86088023,6.237097535,7.315479008,8.172605908,8.04912683,7.7969184,10.22974754,7.659493942,8.630634515,8.628225821,6.570940491,8.366262531,8.515553688,7.282702746,10.0984019,9.210983159,8.136894313,9.328025288,9.755550905,7.316340909,8.793448193,8.303611883,12.60594094,7.970854838,8.308415806,7.090392421,10.41159645,9.402699844,6.930833259,5.854611304,9.975881068,11.3667003,6.715874151,10.87686669,7.059628851,10.22402489,10.23152076,7.374221123,10.50059103,7.289841121,12.37621536,10.24190487,9.504052696,5.845703099,5.245468937,7.424421986,9.51884562,9.488396564,7.798833647,9.352410414,9.870898496,7.212670721,7.519898907,6.383712844,9.293269523,10.61248795,6.504613149,8.08493347,6.986015153,7.550158509,7.746111348,8.121226085,6.948022872,7.282963295,7.735219868,8.684627067,10.50939303,9.269799775,12.48034339,9.996285859,8.599924924,7.268807685,7.398338236
hsa-let-7i-5p,14.70225328,14.18840299,14.82831598,15.09760825,15.43030508,14.37904114,14.81456081,13.90294102,14.12055304,15.05905356,13.07987794,15.63757699,14.69127931,14.75570841,15.0281348,15.44089427,13.98548939,13.80626549,14.982157,15.17003546,7.230061317,8.19885248,8.500102705,8.952012763,9.054733866,18.01799641,18.59311839,18.90168654,16.70912574,18.33362111,18.58005449,8.19885248,7.230061317,8.500102705,8.952012763,9.054733866,14.11672525,11.97544522,12.85426106,12.86707464,12.97230506,12.75417323,12.13126849,13.44746333,12.35536404,12.64624071,12.6176027,12.9380785,12.44760622,13.04985863,14.47422246,14.29922308,14.16805791,13.91213963,13.87111485,12.065956,12.75717512,13.98450681,13.71293413,13.32490351,14.43986877,14.03617354,13.54251057,16.18639396,16.53662277,16.53244339,9.189503317,9.069943136,11.06951583,8.369065875,10.51095708,8.954023789,8.566352437,8.351173622,8.619310329,9.568770252,7.463552947,9.658569655,8.782788627,8.346751708,8.340576045,9.767419652,8.896041938,7.704733337,10.62490848,8.580815986,9.194702009,8.786685033,9.053020047,7.741197733,9.305039703,9.259980362,9.825344938,10.74247062,10.65416272,8.419694804,9.567699402,7.414986589,8.364940469,9.332972395,10.15369552,8.616383436,8.208036106,7.598956572,9.231819621,8.662933697,8.107194201,9.233315343,10.35585942,10.42392425,7.457218027,10.61512329,9.591942068,9.336844165,11.41059573,9.148652099,11.47891332,9.637191952,11.11056194,10.98280301,11.03192453,8.880953794,9.294941521,8.893625459,8.734427191,10.59430594,8.838007337,8.933772099,11.04227394,8.579644114,9.266816508,9.221697948,10.10197726,10.22718932,8.507244107,7.955441951,8.340000751,9.03572179,8.362715802,8.580241881,8.307156866,8.677574005,8.429191777,9.322725014,9.604560174,8.490585531,11.23119793,8.986072046,8.323252525,9.055777954,5.533723233
hsa-miR-16-5p,11.03101246,12.28865061,11.77600181,12.76033539,12.73238561,12.94677407,12.33667844,11.72318468,12.70660725,11.8772482,11.97031461,11.34374092,10.26122512,10.35557161,11.20591248,11.33048468,10.08941449,10.97424751,10.88801794,18.52605144,10.35980588,11.00417445,8.965730729,9.51555742,9.512654614,19.35132622,19.77173972,20.10347971,18.84885032,19.85013481,20.47809374,11.00417445,10.35980588,8.965730729,9.51555742,9.512654614,18.2230197,16.15916723,15.81153438,16.51230184,16.64351822,16.86847139,15.91517969,17.00911908,15.84685169,16.13679135,16.13940162,16.24558297,15.48868822,15.79242129,17.49155323,18.00108029,17.78831139,17.70454966,17.35221576,16.00874827,16.38729639,17.34301194,17.10861471,15.9673901,17.34752388,17.3593557,16.24490933,19.82417625,19.58931526,19.8987373,13.71661658,13.81801629,12.81155003,13.28546025,12.89409968,13.45360082,13.49632548,13.30514102,13.49210793,13.04643387,13.06448206,13.68562842,13.17694838,12.76492619,13.23026753,13.20836942,12.79001412,13.52208956,13.03341643,12.33616132,13.43561125,13.38586084,12.83327048,14.05546029,13.04415029,13.33760034,13.86755617,12.39875931,13.50004574,13.1062357,13.30518656,13.40554893,12.91115695,14.63577924,13.69351661,13.03154647,13.20466665,13.51486052,11.9601582,13.22392192,12.82515813,11.06118788,12.28161101,13.62010241,13.0510202,12.80111144,12.92911366,12.55525809,13.12298267,13.561425,14.23654759,13.51470149,13.25654241,12.77850594,12.4579496,12.57231046,11.91560616,12.77253849,12.46841587,12.11374811,13.1567068,13.16242394,13.32169751,12.23551376,13.20599956,12.81692958,13.15527406,13.11674983,13.02729845,13.01565498,12.23769864,12.15310871,13.75885164,12.43075952,12.50455803,12.567036,11.81805362,12.71744278,13.15430991,12.54228764,12.80703562,13.46802903,12.7700334,12.61977745,10.02907134
hsa-let-7g-5p,10.73704614,13.97305115,12.64689781,11.78782688,12.45496524,12.06095449,12.64084868,11.88823806,11.94335184,12.64021722,11.57397425,13.93915629,12.85704701,12.9990484,12.93226084,13.94227262,13.93206711,12.50375353,14.85730342,15.35408838,10.88813886,11.62115196,11.163897,11.5367839,11.55193562,16.68595063,16.8033027,17.62540998,14.13220487,16.6830632,17.13818892,11.62115196,10.88813886,11.163897,11.5367839,11.55193562,13.2623309,10.85517324,11.68421047,11.57247533,11.6170179,11.58936357,11.0986409,12.37874894,10.96794181,11.32680549,11.51461222,11.51712255,11.26199234,11.54222343,12.95468214,12.99493902,12.78701475,12.74653163,12.55193726,11.04894273,12.15762089,12.82504502,12.73598093,12.17142639,13.09254441,12.61823756,11.98681698,16.24560433,16.59943304,16.68691832,12.09456773,12.1286372,12.69283,11.69974271,12.38692531,11.9824143,11.48776399,11.59919821,11.20616643,11.88527886,10.81088388,12.46444475,11.68322333,11.13840824,11.2947306,12.13013296,11.26905903,11.40111362,12.11825911,11.07156414,12.39376952,11.68298898,12.32525059,11.67842584,11.75743737,11.45021447,12.33658709,13.43337308,12.19381977,11.56432896,11.39967704,10.68916906,10.79571013,11.81856928,12.25385167,11.44124777,11.28708629,10.82211338,11.33723075,11.88310995,11.11921058,12.07028116,12.12007774,12.3227742,11.1747888,12.59325541,12.38901555,12.05540004,12.92304587,11.94295973,13.04565534,12.0328525,13.0565911,12.68037212,13.29836702,11.73747851,11.82404345,11.99242928,11.93421668,12.03499508,11.29152026,11.64385562,12.8147365,12.0031501,11.73557209,11.85211406,12.16678831,12.21094235,11.23747483,11.76412484,10.93967346,11.31057008,11.44314175,11.26380188,10.85476004,11.26267133,11.17227517,11.37080759,11.71773837,11.08501011,12.95743494,11.62589376,11.49480572,12.47566828,7.680915743
hsa-miR-148a-3p,12.14737473,12.9002756,12.38071717,13.44843542,13.90710107,11.54294891,13.29585433,12.64574701,12.38270786,13.40508151,5.955589659,14.88960822,13.98780271,13.81810412,13.22366164,14.94270494,15.52931622,13.88785843,16.19920846,11.36487354,13.63029918,14.2406642,13.30094795,13.61488149,13.54777639,12.91578298,11.98331685,14.69890364,10.25513006,12.95944747,14.45823406,14.2406642,13.6300822,13.30057675,13.61462218,13.54750569,10.46197001,7.741657103,6.991653289,8.701689192,8.566845193,7.984837503,5.371743733,8.355534659,7.310270494,7.008205841,7.529238683,6.103331638,5.626892549,7.385571788,10.52043243,10.31723627,10.14505585,10.33131923,9.563289146,7.730503192,8.755957539,8.947873119,9.199847728,7.779562438,9.473475313,8.893622714,8.025109847,12.96443493,12.99920861,13.55929123,14.48570605,13.08432733,13.31581977,12.28527204,12.97291806,12.72623404,11.62757679,12.6972769,12.13055271,12.202186,12.27257311,13.56824415,12.64237264,11.55123168,12.75685688,13.51891247,12.51614823,12.56749755,11.77335918,13.02639868,12.00519037,12.83948321,13.88110365,12.54602123,12.66046282,12.25004945,13.22983913,14.56463927,12.23934932,12.28298741,11.55960462,11.55891755,11.99249984,13.45920567,12.81613172,13.11813208,12.01464087,12.06752314,12.97489424,13.15233346,12.49638555,13.69543407,13.46357695,13.17180887,12.25373938,12.87503096,13.70933404,13.10523897,12.52748035,13.20806207,13.05074641,13.74422352,14.11748595,13.6783037,14.51321023,12.90443199,13.45570178,13.51479989,13.58816886,12.61032218,12.22493976,12.95240247,12.79085735,13.71701798,12.698192,13.25305316,13.19750471,13.0780359,12.75417009,12.62717578,12.10347835,12.0770147,12.32932875,11.38914088,12.11862358,13.30679308,12.56634388,12.64297364,12.87401457,12.00403143,13.42977545,12.260019,12.84834177,13.53799734,9.167540834
hsa-miR-142-5p,-0.190476264,-7.143856522,-7.159106643,-2.001586156,-0.484110953,0.468035692,-2.423099952,-7.355865099,2.176472606,-1.120461706,-2.887534663,-7.700580624,-7.449301866,0.454624783,-7.452806173,-7.693408087,-6.731698775,-7.62215453,-7.436378297,-4.577468404,7.67271554,8.238286603,6.061926982,6.248974482,6.737342978,16.75911555,14.36364286,17.63620827,12.55234936,15.81337355,17.85869647,8.238286603,7.67271554,6.061926982,6.248974482,6.737342978,15.85947771,12.82967214,10.61202181,13.45928519,13.27510459,13.2663026,12.38195035,13.496505,12.05616027,12.06610594,12.34061805,12.22369662,11.06176561,12.32045383,14.92837584,15.26378088,15.05565759,15.04017698,14.70694351,12.49680831,12.89756009,13.87721331,13.94759889,12.65572732,14.19636587,14.07830927,13.02279698,17.49499116,16.87175896,17.22002229,9.907224929,8.438637504,11.64904064,5.908110792,11.71965692,10.08677055,8.880597405,6.30358849,7.46585701,9.515214711,5.780358756,8.828461076,7.191181954,5.912339155,5.87266323,9.229426129,5.380140914,7.197682118,11.26880787,8.282059925,8.739350569,7.164391136,6.130571671,4.260756624,8.548739599,8.810378505,10.25464368,10.34303135,9.924943673,9.52297387,10.01446956,6.280352052,9.190537349,9.582043839,12.63196634,8.642659949,7.574738598,7.812329546,11.16995435,8.535086091,6.758790393,6.872463827,10.92443517,11.9440677,7.573658749,11.73957765,7.97292182,10.34843374,11.55632327,6.625437174,11.36282549,7.636919635,12.35434445,10.81925369,10.03699802,6.347300288,6.025197347,6.330779133,9.850488367,10.32564873,8.240881715,9.629608408,11.99242336,6.465062988,8.504057386,5.078799222,10.12746421,11.08155718,6.863182204,5.822931393,7.375922567,8.128953946,6.926360977,8.400805292,6.67466384,6.525010252,6.161275699,9.112121634,10.67854595,8.946304091,12.64415912,9.872138321,8.100131879,7.394825113,2.857642113
hsa-miR-30a-5p,11.82864774,12.95321723,13.273796,12.52585057,13.46016877,12.20309904,13.98338313,14.25430004,12.3129356,13.57638233,12.3485806,13.9394089,12.44333074,10.5659917,11.60041658,14.20893913,12.17523863,13.05056637,12.64950838,3.723571944,12.30922939,12.92606171,11.58801998,11.98492462,11.98443049,7.384841948,11.03873009,9.310023003,8.536444309,11.14642653,7.969332278,12.92579444,12.30922939,11.58801998,11.98420905,11.98443049,1.420908227,2.475196741,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,2.826032618,3.105044632,-3.38034997,-4.577468404,1.907055615,1.745319504,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-0.763214395,-3.409977493,-4.462330942,-4.259418591,1.867511457,9.969411146,9.065108529,9.750457943,13.89032743,13.20370841,12.38668744,13.2063616,12.33422435,12.25599915,12.18862642,12.94640395,12.78402072,12.37526817,11.73108863,12.80948926,12.91502488,12.17798009,12.71919954,12.64877003,12.06955409,12.31427341,11.62119163,11.54220163,12.32105423,11.92155445,13.1997164,13.28437296,12.76570821,12.74411169,13.43128392,12.05335958,13.15279233,12.55682045,12.18331375,12.56564104,12.40080829,13.30943144,12.42787906,12.15100002,12.84723652,11.8839375,9.868484794,11.86462609,12.2182363,11.35691014,11.94262337,12.3033283,12.30642522,11.8027371,12.79349583,12.24715068,12.61130465,12.65445305,13.40519945,12.33072967,12.79096657,12.30083352,12.96251225,12.49248443,12.01107971,12.93965191,11.33610023,11.60017174,12.49899171,12.32172299,12.04564163,12.43115926,12.62370124,12.1583558,12.74818027,11.91873188,12.38851418,13.13282742,12.12419837,12.15129534,13.2553065,12.39372083,12.16215688,12.4070322,12.42354088,12.82547867,12.51356055,12.35101176,12.11865625,13.15215256,12.39241054,11.99759133,12.84692534
hsa-miR-92b-3p,11.34571036,11.5624455,11.82969106,12.65175442,12.32721021,12.62979356,12.06603037,12.52355642,12.78154549,12.10439462,12.79656874,12.39402148,13.15783991,12.43360917,13.19205344,12.31442252,9.611608986,12.98906173,12.44651121,-4.577468404,6.613382891,7.029591495,-5.627212417,1.854197548,-6.138722271,15.54130825,15.67349078,16.47754512,14.60868026,16.15620252,14.81566958,7.029591495,6.613382891,-5.627212417,1.854197548,-6.138722271,10.93064863,7.889539976,7.810254844,9.326627933,9.554256078,9.664827945,8.548594448,10.26310334,8.807678618,8.843352506,8.747800004,8.590596875,8.082847003,8.548669088,10.71270923,10.97801253,10.62039666,11.13595582,10.38374793,7.730503192,9.082928431,9.724545544,10.21458384,8.202607112,9.679693177,10.07077944,9.04700625,10.58857883,10.73443415,10.98428362,5.309116725,5.151808509,3.530404428,4.948059506,4.612338756,3.461661264,2.862548946,2.964129398,4.40816449,2.077435589,2.463235846,5.436234889,4.198510339,2.957691897,3.630730551,3.011590874,3.524518327,4.550461724,2.990712126,3.11063511,4.409861843,2.90973976,3.603497167,4.172566076,4.3038293,3.345290251,6.153033878,3.550407203,4.424381501,3.398195664,0.982701189,4.492510505,5.016846088,5.193746675,4.325731633,2.718188731,3.477304087,2.93280322,3.501862071,5.613261246,4.023748956,2.936121237,3.955307268,3.086026619,3.518399835,2.824168067,4.493645163,2.562121723,5.274996992,5.635823094,4.431898926,4.39143845,4.885873706,2.886312784,3.559572045,3.778508625,3.226908786,3.255433527,4.36716555,2.894394399,4.036441033,0.165263745,5.414426358,4.543608186,4.405383757,3.058579393,1.89504257,1.988430888,4.123973714,4.284143707,3.662015295,3.346998984,3.904201186,0.197672172,-1.327982566,0.938260859,2.664688496,2.078877245,3.270501107,2.876734415,3.603636323,3.934370414,3.366298494,3.2978599,10.78280695
hsa-miR-30d-5p,10.04270636,13.00036176,12.20841146,11.41796335,12.08400558,11.03385546,11.79984379,11.87590131,10.9014118,11.97952084,11.52607486,12.33251339,11.78149724,10.00344845,11.07801798,12.89354521,11.10883927,11.66459083,12.52331496,-4.577468404,13.38133374,13.96694562,11.67441287,12.1120449,12.03655378,16.18403934,16.18846601,17.6373297,14.06559051,16.87707635,17.20775525,13.96680658,13.38133374,11.67441287,12.1120449,12.03655378,13.19131071,10.84819641,7.777671657,10.83831281,11.16708632,11.63958262,10.54602266,12.22507583,10.49077559,10.38256402,10.40915133,10.36650782,9.009492802,10.15994043,12.47807753,12.51731377,12.73739481,12.7567716,12.21509391,10.21390774,10.79864035,11.63160571,11.53887697,10.39731039,11.57425506,11.52953206,10.10422393,15.87317845,16.12441448,16.29939821,12.40293159,12.10565357,11.90944145,11.3500302,11.82359969,11.72363242,10.90125369,11.64412393,11.38283534,11.59109208,11.44368988,12.51507401,11.51072855,10.81305579,11.5497563,11.85294287,11.12894611,11.63797471,11.51077602,11.32984638,11.88781359,11.87463917,12.12594541,11.74730877,11.60141461,11.62918373,12.09880459,12.66834125,11.80114813,11.47697426,10.67002899,10.81898752,11.06244352,12.59245649,11.8862025,11.77411852,11.38563655,11.66767742,11.74915911,11.79276884,11.39561553,11.83074194,11.64823672,11.85007891,11.06534266,11.67196373,12.13929172,11.58595639,12.11053951,12.02755023,12.4731711,12.04615217,12.46411703,12.31190572,12.50165823,11.65694014,11.18375541,11.84199396,11.95792048,11.60248556,11.08550428,11.51230765,12.01173347,11.91181618,11.5539019,11.84686637,12.11547117,11.89983684,11.34778783,11.09166882,10.91621667,11.04427413,11.75948576,11.06918085,11.0992604,11.56318141,11.15814024,11.65032803,11.55091324,10.6148361,12.32488632,11.38451796,11.70241516,11.90765728,10.25920658
hsa-miR-99b-5p,13.30480602,14.26953161,15.07325239,14.85848819,14.81005241,14.42672134,15.37609976,14.66404142,14.18177031,15.21406981,14.96031086,16.42135633,15.7382529,15.17082681,15.26083062,15.64116046,14.62539694,15.54140844,16.16265205,-4.577468404,10.50387202,10.87714765,8.021153596,8.173708653,7.760091272,0.465803558,1.699164662,2.924630313,-1.771205404,1.74375958,6.623284352,10.87714765,10.50387202,8.021153596,8.173708653,7.760091272,-5.077215311,-3.421794909,-3.15398837,0.683714417,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-1.045512517,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,3.450756321,0.78884659,-0.14180922,11.86682032,11.05734225,10.81376598,9.7750483,10.25724486,10.10475058,9.122831203,10.42656292,10.06595793,9.856679179,9.912026956,11.5181108,10.00159565,9.687304622,10.29458362,10.92756018,9.842961807,10.08268412,9.270300318,10.46527035,10.01026023,10.63518647,10.73084137,10.57572346,10.70357737,9.96864089,10.75299151,11.2385188,9.931989996,9.549302053,9.158537098,9.176202262,9.877026096,10.99497273,9.890861552,10.41274456,10.01339766,9.570374419,10.81528128,10.91136027,9.723151925,10.81569688,10.29884972,10.05137828,9.671124817,10.40856858,11.10697012,10.04385897,10.16799635,11.29148607,10.96940694,10.86782451,10.90333839,10.8534484,11.41438908,10.34573242,10.83607681,10.70469187,11.12331994,10.24973369,9.282485424,10.21906733,10.63788063,11.34528234,10.13122444,10.62816097,10.15744834,9.862453101,10.58269809,10.55670015,9.709406739,8.870860227,10.32813696,8.95346883,9.0842326,10.26186681,9.762026033,9.494009592,10.068968,9.561652993,10.50987455,9.72903827,10.42377775,11.14511129,9.176889015
